,agua,potencia,ambiente
11885,29.9,32.5,35.6
11886,29.9,31.9,35.6
11887,30.0,32.0,35.6
11888,29.9,32.0,35.6
11889,29.9,32.3,35.6
11890,30.0,32.2,35.6
11891,30.0,32.2,35.6
11892,30.0,32.1,35.5
11893,30.0,32.3,35.6
11894,30.0,32.4,35.6
11895,29.9,32.2,35.6
11896,30.0,32.3,35.7
11897,30.0,32.2,35.6
11898,29.9,32.0,35.6
11899,29.9,32.1,35.7
11900,29.9,32.5,35.7
11901,29.9,31.9,35.8
11902,29.9,32.0,35.8
11903,29.9,32.9,35.8
11904,29.9,32.9,35.8
11905,29.9,32.0,35.8
11906,29.9,33.0,35.7
11907,29.9,32.2,35.7
11908,29.9,32.1,35.7
11909,29.9,32.5,35.7
11910,29.9,33.0,35.6
11911,29.9,32.2,35.7
11912,29.9,32.8,35.6
11913,29.9,32.7,35.7
11914,29.9,32.3,35.7
11915,29.9,32.8,35.6
11916,29.9,32.1,35.6
11917,30.0,32.4,35.6
11918,29.9,32.3,35.6
11919,30.0,32.7,35.6
11920,29.9,32.8,35.6
11921,29.9,33.0,35.6
11922,29.9,32.0,35.6
11923,29.9,32.6,35.6
11924,29.9,32.6,35.6
11925,30.0,32.5,35.7
11926,29.9,33.2,35.7
11927,29.9,32.0,35.7
11928,29.9,32.6,35.7
11929,29.9,32.3,35.7
11930,29.9,32.1,35.7
11931,29.9,32.1,35.7
11932,29.9,33.0,35.7
11933,29.9,32.4,35.7
11934,29.9,32.9,35.7
11935,29.9,32.6,35.7
11936,30.0,33.1,35.7
11937,29.9,33.0,35.7
11938,30.0,32.4,35.7
11939,29.9,33.1,35.7
11940,29.9,32.3,35.7
11941,29.9,33.0,35.7
11942,29.9,32.6,35.7
11943,29.9,33.0,35.8
11944,29.9,32.8,35.8
11945,29.9,32.9,35.8
11946,30.0,32.0,35.8
11947,30.0,32.9,35.8
11948,29.9,32.9,35.8
11949,29.9,32.3,35.8
11950,30.0,32.8,35.8
11951,30.0,32.3,35.8
11952,30.0,32.3,35.7
11953,30.0,32.2,35.7
11954,29.9,32.1,35.7
11955,29.9,32.3,35.8
11956,29.9,32.3,35.8
11957,29.9,32.7,35.8
11958,29.9,33.1,35.7
11959,29.9,33.0,35.7
11960,30.0,32.4,35.7
11961,29.9,32.2,35.8
11962,30.0,33.1,35.8
11963,30.0,33.0,35.8
11964,30.0,32.9,35.8
11965,30.0,32.7,35.8
11966,29.9,32.2,35.7
11967,30.0,32.8,35.8
11968,29.9,32.2,35.7
11969,30.0,32.8,35.7
11970,29.9,32.3,35.7
11971,30.0,32.1,35.8
11972,30.0,32.3,35.8
11973,30.0,32.1,35.8
11974,30.0,32.7,35.7
11975,30.0,33.0,35.7
11976,30.0,33.1,35.7
11977,29.9,32.4,35.7
11978,30.0,33.1,35.7
11979,30.0,33.0,35.7
11980,30.0,32.6,35.7
11981,30.0,32.6,35.7
11982,30.0,32.8,35.7
11983,29.9,32.6,35.7
11984,29.9,33.1,35.7
11985,30.0,33.0,35.7
11986,30.0,32.7,35.7
11987,30.0,32.7,35.7
11988,29.9,32.9,35.7
11989,29.9,33.0,35.7
11990,29.9,32.0,35.7
11991,30.0,31.9,35.7
11992,30.0,32.3,35.7
11993,30.0,32.5,35.7
11994,29.9,32.2,35.7
11995,29.9,32.8,35.7
11996,30.0,32.3,35.7
11997,30.0,32.8,35.7
11998,30.0,31.9,35.7
11999,30.0,31.9,35.7
12000,30.0,32.8,35.8
12001,30.0,32.3,35.8
12002,30.0,31.8,35.8
12003,30.0,32.0,35.8
12004,30.0,32.0,35.8
12005,30.0,32.6,35.8
12006,30.0,32.7,35.7
12007,30.0,32.8,35.7
12008,30.0,32.6,35.8
12009,30.0,32.6,35.8
12010,30.0,32.5,35.8
12011,30.0,32.8,35.8
12012,30.0,32.8,35.8
12013,30.0,32.9,35.8
12014,30.0,32.8,35.8
12015,30.0,32.9,35.8
12016,30.0,32.6,35.8
12017,30.0,32.0,35.8
12018,30.0,32.9,35.8
12019,30.0,32.4,35.8
12020,30.0,32.4,35.7
12021,30.0,33.0,35.7
12022,30.0,32.0,35.7
12023,30.0,32.1,35.7
12024,30.0,32.0,35.7
12025,30.0,32.2,35.7
12026,30.0,33.1,35.7
12027,30.0,32.5,35.7
12028,30.0,32.9,35.8
12029,30.0,33.0,35.8
12030,30.0,33.1,35.8
12031,30.0,32.6,35.8
12032,30.0,32.1,35.8
12033,30.0,32.3,35.8
12034,30.0,32.5,35.8
12035,30.0,32.3,35.9
12036,30.0,32.1,35.9
12037,30.0,33.1,35.9
12038,30.0,32.1,35.9
12039,30.0,32.2,35.9
12040,30.0,32.6,35.9
12041,30.0,32.2,35.9
12042,29.9,33.1,35.8
12043,30.0,32.5,35.8
12044,30.0,33.0,35.8
12045,29.9,33.2,35.8
12046,29.9,32.7,35.9
12047,29.9,32.5,35.8
12048,30.0,32.7,35.8
12049,29.9,32.2,35.8
12050,30.0,33.2,35.7
12051,29.9,33.2,35.7
12052,29.9,32.9,35.8
12053,29.9,32.1,35.7
12054,29.9,33.0,35.7
12055,29.9,32.9,35.8
12056,29.9,32.3,35.8
12057,29.9,32.6,35.8
12058,29.9,32.2,35.8
12059,29.9,32.2,35.7
12060,29.9,32.3,35.7
12061,29.9,33.4,35.7
12062,29.9,32.8,35.7
12063,29.9,32.7,35.7
12064,29.9,32.3,35.7
12065,29.9,32.8,35.7
12066,29.9,32.4,35.7
12067,29.9,32.4,35.8
12068,29.9,32.4,35.8
12069,29.9,32.8,35.7
12070,29.9,32.1,35.8
12071,29.9,32.2,35.8
12072,29.8,33.4,35.7
12073,29.9,33.0,35.7
12074,29.8,33.2,35.8
12075,29.8,32.5,35.7
12076,29.9,33.1,35.7
12077,29.9,32.8,35.7
12078,29.8,32.8,35.7
12079,29.9,33.2,35.7
12080,29.8,32.3,35.7
12081,29.8,33.0,35.7
12082,29.8,33.2,35.7
12083,29.8,33.0,35.8
12084,29.8,32.2,35.7
12085,29.8,33.2,35.7
12086,29.8,32.7,35.7
12087,29.8,32.9,35.7
12088,29.8,33.1,35.7
12089,29.8,32.4,35.7
12090,29.8,32.3,35.7
12091,29.8,32.6,35.7
12092,29.8,32.4,35.7
12093,29.8,32.4,35.7
12094,29.8,32.2,35.7
12095,29.8,32.1,35.6
12096,29.8,32.9,35.6
12097,29.8,32.2,35.6
12098,29.8,32.6,35.6
12099,29.8,32.0,35.6
12100,29.8,32.1,35.7
12101,29.8,32.3,35.7
12102,29.8,32.8,35.6
12103,29.8,32.8,35.7
12104,29.8,32.4,35.7
12105,29.8,32.9,35.7
12106,29.8,33.1,35.7
12107,29.8,32.6,35.7
12108,29.8,32.6,35.7
12109,29.8,32.7,35.6
12110,29.7,32.8,35.6
12111,29.8,32.8,35.7
12112,29.8,32.3,35.7
12113,29.8,32.0,35.7
12114,29.8,32.5,35.7
12115,29.8,32.7,35.7
12116,29.8,32.8,35.7
12117,29.8,31.9,35.7
12118,29.8,32.6,35.7
12119,29.8,32.8,35.7
12120,29.8,32.6,35.6
12121,29.8,32.7,35.7
12122,29.8,32.7,35.7
12123,29.7,32.2,35.7
12124,29.8,32.3,35.7
12125,29.8,32.8,35.7
12126,29.8,32.0,35.7
12127,29.8,32.9,35.8
12128,29.7,32.6,35.7
12129,29.8,33.0,35.7
12130,29.8,32.0,35.7
12131,29.7,32.6,35.7
12132,29.8,32.4,35.7
12133,29.7,32.2,35.7
12134,29.7,32.0,35.6
12135,29.7,32.7,35.6
12136,29.8,32.3,35.7
12137,29.7,32.0,35.7
12138,29.7,32.5,35.7
12139,29.7,32.8,35.6
12140,29.7,33.0,35.5
12141,29.7,32.9,35.5
12142,29.7,32.7,35.6
12143,29.7,32.8,35.6
12144,29.6,32.6,35.5
12145,29.7,32.8,35.6
12146,29.7,32.5,35.5
12147,29.7,32.1,35.6
12148,29.6,31.8,35.5
12149,29.7,32.7,35.5
12150,29.6,32.2,35.5
12151,29.6,32.4,35.5
12152,29.6,32.7,35.5
12153,29.6,32.1,35.5
12154,29.6,32.1,35.5
12155,29.6,32.9,35.5
12156,29.6,32.6,35.5
12157,29.6,31.9,35.5
12158,29.6,31.8,35.5
12159,29.6,31.8,35.5
12160,29.6,32.6,35.5
12161,29.6,32.5,35.5
12162,29.6,32.3,35.5
12163,29.6,33.0,35.5
12164,29.6,32.1,35.5
12165,29.6,32.8,35.5
12166,29.6,31.9,35.5
12167,29.6,32.9,35.5
12168,29.6,32.7,35.5
12169,29.6,32.6,35.5
12170,29.6,32.3,35.4
12171,29.6,32.9,35.5
12172,29.6,33.0,35.4
12173,29.6,32.0,35.4
12174,29.6,33.0,35.4
12175,29.6,31.9,35.3
12176,29.6,32.6,35.3
12177,29.6,32.5,35.3
12178,29.6,32.1,35.3
12179,29.6,32.1,35.3
12180,29.6,32.6,35.3
12181,29.6,32.6,35.4
12182,29.6,32.3,35.3
12183,29.6,32.4,35.4
12184,29.6,32.3,35.4
12185,29.6,32.5,35.4
12186,29.6,32.4,35.4
12187,29.6,32.9,35.4
12188,29.6,32.9,35.5
12189,29.6,32.1,35.5
12190,29.6,32.8,35.5
12191,29.6,32.0,35.5
12192,29.6,32.8,35.4
12193,29.6,32.7,35.4
12194,29.6,32.3,35.4
12195,29.6,32.6,35.3
12196,29.6,33.0,35.3
12197,29.6,32.6,35.3
12198,29.6,32.9,35.3
12199,29.6,32.6,35.3
12200,29.6,32.3,35.4
12201,29.6,32.3,35.4
12202,29.6,31.8,35.4
12203,29.6,32.1,35.4
12204,29.6,32.1,35.4
12205,29.6,32.0,35.4
12206,29.5,32.5,35.4
12207,29.5,32.9,35.4
12208,29.6,33.0,35.4
12209,29.6,32.4,35.4
12210,29.6,32.2,35.4
12211,29.6,32.0,35.5
12212,29.6,32.7,35.5
12213,29.6,31.7,35.4
12214,29.6,31.9,35.4
12215,29.6,31.7,35.4
12216,29.6,31.7,35.4
12217,29.5,31.6,35.4
12218,29.6,32.4,35.4
12219,29.6,31.7,35.4
12220,29.6,32.6,35.4
12221,29.6,32.6,35.4
12222,29.5,32.4,35.5
12223,29.6,31.8,35.4
12224,29.6,32.0,35.4
12225,29.6,32.0,35.4
12226,29.5,32.3,35.4
12227,29.5,32.7,35.4
12228,29.5,32.8,35.4
12229,29.5,32.2,35.4
12230,29.5,32.3,35.4
12231,29.5,32.3,35.4
12232,29.5,32.9,35.3
12233,29.5,32.3,35.4
12234,29.5,32.1,35.4
12235,29.5,33.1,35.3
12236,29.5,32.6,35.3
12237,29.5,32.7,35.3
12238,29.5,32.6,35.3
12239,29.5,32.9,35.3
12240,29.5,32.0,35.3
12241,29.4,32.7,35.3
12242,29.4,32.7,35.3
12243,29.5,32.0,35.4
12244,29.4,32.2,35.4
12245,29.5,32.1,35.4
12246,29.4,33.0,35.4
12247,29.4,31.9,35.5
12248,29.4,33.0,35.5
12249,29.4,32.9,35.5
12250,29.4,32.2,35.4
12251,29.4,33.1,35.3
12252,29.4,32.9,35.2
12253,29.4,32.2,35.2
12254,29.4,32.4,35.1
12255,29.4,33.1,35.2
12256,29.4,33.0,35.2
12257,29.4,32.3,35.3
12258,29.4,32.9,35.2
12259,29.3,32.3,35.2
12260,29.4,32.3,35.1
12261,29.4,32.2,35.1
12262,29.3,32.2,35.0
12263,29.3,31.9,35.0
12264,29.3,32.5,35.0
12265,29.3,32.8,35.1
12266,29.3,32.7,35.0
12267,29.3,32.0,35.0
12268,29.3,32.5,35.0
12269,29.3,32.0,35.0
12270,29.3,33.0,35.0
12271,29.3,32.1,35.0
12272,29.3,32.1,35.0
12273,29.3,32.9,35.0
12274,29.3,32.7,35.0
12275,29.3,33.0,35.1
12276,29.2,32.4,35.2
12277,29.2,32.5,35.1
12278,29.2,32.5,35.1
12279,29.2,33.0,35.1
12280,29.2,32.8,35.1
12281,29.2,32.9,35.1
12282,29.2,32.7,35.2
12283,29.2,32.7,35.2
12284,29.1,32.3,35.2
12285,29.2,33.2,35.2
12286,29.2,32.5,35.2
12287,29.2,33.0,35.1
12288,29.2,32.2,35.1
12289,29.1,33.1,35.1
12290,29.1,32.8,35.1
12291,29.1,32.0,35.1
12292,29.1,32.2,35.1
12293,29.1,33.0,35.0
12294,29.1,32.9,35.0
12295,29.1,32.1,35.0
12296,29.1,32.5,35.0
12297,29.1,32.5,35.0
12298,29.1,31.9,35.0
12299,29.1,32.6,35.0
12300,29.1,32.3,35.1
12301,29.1,32.5,35.0
12302,29.1,32.8,35.0
12303,29.1,32.4,35.0
12304,29.1,31.9,35.0
12305,29.1,32.5,35.0
12306,29.0,32.7,35.0
12307,29.0,31.8,35.0
12308,29.0,32.0,35.0
12309,29.0,31.8,35.0
12310,29.0,32.3,35.0
12311,28.9,31.9,35.0
12312,29.0,32.8,34.9
12313,29.0,32.5,34.9
12314,29.0,32.4,34.9
12315,28.9,32.7,34.9
12316,28.9,32.6,34.9
12317,28.9,32.0,34.9
12318,28.9,32.6,34.9
12319,28.9,32.9,34.9
12320,28.9,32.8,34.9
12321,28.9,32.8,35.0
12322,28.9,32.4,34.9
12323,28.9,32.4,35.0
12324,28.9,32.0,35.1
12325,28.9,31.9,35.1
12326,28.9,32.6,35.1
12327,28.9,32.5,35.0
12328,28.9,31.9,35.0
12329,28.9,32.1,35.0
12330,28.9,31.9,35.0
12331,28.9,32.5,35.0
12332,28.9,32.6,35.0
12333,28.8,31.8,35.0
12334,28.9,32.0,34.9
12335,28.9,32.4,34.9
12336,28.8,31.8,34.9
12337,28.9,32.3,34.9
12338,28.8,31.7,34.9
12339,28.8,31.9,35.0
12340,28.8,32.6,34.9
12341,28.8,32.6,34.9
12342,28.8,32.7,34.9
12343,28.8,32.2,34.9
12344,28.8,32.2,34.9
12345,28.8,32.2,34.9
12346,28.8,32.9,34.9
12347,28.8,32.2,34.9
12348,28.8,32.8,34.9
12349,28.8,31.8,34.9
12350,28.8,31.9,34.9
12351,28.8,32.1,34.9
12352,28.8,31.9,34.9
12353,28.8,33.0,34.9
12354,28.8,32.6,34.8
12355,28.8,32.4,34.8
12356,28.8,32.4,34.7
12357,28.8,32.1,34.6
12358,28.8,31.7,34.6
12359,28.8,32.1,34.6
12360,28.8,33.0,34.5
12361,28.7,32.8,34.5
12362,28.7,32.9,34.5
12363,28.8,32.2,34.5
12364,28.7,32.4,34.5
12365,28.7,32.9,34.5
12366,28.7,32.0,34.5
12367,28.7,32.3,34.6
12368,28.7,32.0,34.9
12369,28.7,32.6,35.0
12370,28.7,32.0,35.1
12371,28.8,32.4,35.2
12372,28.8,32.4,35.3
12373,28.8,31.8,35.3
12374,28.8,31.8,35.4
12375,28.8,32.4,35.4
12376,28.8,32.0,35.5
12377,28.8,31.9,35.5
12378,28.8,31.8,35.5
12379,28.8,32.2,35.6
12380,28.8,32.1,35.6
12381,28.8,32.5,35.6
12382,28.8,32.5,35.7
12383,28.8,32.5,35.3
12384,28.8,32.5,35.3
12385,28.8,32.2,35.3
12386,28.8,31.7,35.4
12387,28.8,32.4,35.5
12388,28.8,32.5,35.6
12389,28.8,32.7,35.7
12390,28.9,32.7,35.7
12391,28.8,32.7,35.8
12392,28.8,32.1,35.8
12393,28.8,32.1,35.8
12394,28.8,32.3,35.6
12395,28.9,32.8,35.5
12396,28.9,32.9,35.5
12397,28.9,31.9,35.5
12398,28.9,32.7,35.5
12399,28.9,32.8,35.5
12400,28.9,32.9,35.4
12401,28.9,31.8,35.5
12402,28.9,31.9,35.4
12403,28.9,32.0,35.4
12404,28.9,32.8,35.4
12405,28.9,32.3,35.5
12406,28.9,32.6,35.5
12407,28.9,32.8,35.5
12408,28.9,32.7,35.5
12409,28.9,32.6,35.6
12410,28.9,32.3,35.6
12411,28.9,32.6,35.6
12412,28.9,31.8,35.6
12413,28.9,31.8,35.5
12414,28.9,32.6,35.6
12415,28.9,32.3,35.6
12416,28.9,32.4,35.7
12417,28.9,32.0,35.6
12418,28.9,31.8,35.6
12419,28.9,32.5,35.6
12420,28.9,32.5,35.5
12421,28.9,32.1,35.5
12422,28.9,32.7,35.4
12423,29.0,32.6,35.3
12424,28.9,32.3,35.3
12425,28.9,32.7,35.4
12426,28.9,32.6,35.4
12427,28.9,32.3,35.4
12428,28.9,32.7,35.5
12429,28.9,32.4,35.5
12430,28.9,32.7,35.5
12431,28.9,31.7,35.4
12432,29.0,32.2,35.4
12433,28.9,32.5,35.4
12434,28.9,31.9,35.4
12435,28.9,32.1,35.4
12436,29.0,32.1,35.4
12437,29.0,32.7,35.3
12438,29.0,32.0,35.2
12439,28.9,32.3,35.3
12440,28.9,32.1,35.4
12441,28.9,32.7,35.5
12442,28.9,31.8,35.5
12443,29.0,31.9,35.6
12444,29.0,32.8,35.6
12445,29.0,31.8,35.6
12446,29.0,32.1,35.6
12447,29.0,32.6,35.5
12448,29.0,32.2,35.5
12449,29.0,32.5,35.4
12450,29.0,31.9,35.3
12451,29.0,31.6,35.3
12452,29.0,32.5,35.4
12453,29.0,31.8,35.4
12454,29.0,31.9,35.5
12455,29.0,32.1,35.4
12456,29.0,32.1,35.4
12457,29.0,31.5,35.4
12458,29.0,32.1,35.3
12459,29.0,32.3,35.3
12460,29.0,31.5,35.3
12461,29.0,31.5,35.4
12462,29.0,32.1,35.4
12463,29.0,32.3,35.5
12464,29.0,32.4,35.5
12465,29.0,32.3,35.5
12466,29.1,32.3,35.5
12467,29.0,32.3,35.4
12468,29.0,32.3,35.4
12469,29.0,32.5,35.5
12470,29.0,31.7,35.5
12471,29.0,32.1,35.5
12472,29.0,32.3,35.5
12473,29.0,32.5,35.5
12474,29.1,32.2,35.5
12475,29.0,32.0,35.4
12476,29.0,32.6,35.4
12477,29.0,32.5,35.4
12478,29.0,32.3,35.4
12479,29.0,32.2,35.4
12480,29.0,31.9,35.3
12481,29.0,32.4,35.3
12482,29.1,31.7,35.3
12483,29.1,32.1,35.2
12484,29.0,32.0,35.2
12485,29.1,32.1,35.2
12486,29.0,32.4,35.3
12487,29.0,31.6,35.3
12488,29.0,31.6,35.3
12489,29.0,31.6,35.3
12490,29.0,32.0,35.3
12491,29.0,32.1,35.3
12492,29.0,32.1,35.3
12493,29.0,31.7,35.2
12494,29.1,31.6,35.2
12495,29.1,32.1,35.2
12496,29.0,31.6,35.2
12497,29.0,31.5,35.2
12498,29.0,31.2,35.2
12499,29.0,31.7,35.3
12500,29.0,32.4,35.4
12501,29.1,31.6,35.4
12502,29.1,31.9,35.4
12503,29.0,31.6,35.4
12504,29.0,32.1,35.5
12505,29.0,32.0,35.5
12506,29.0,32.3,35.5
12507,29.0,32.3,35.6
12508,29.0,32.7,35.6
12509,29.0,32.2,35.6
12510,29.0,31.7,35.5
12511,29.0,31.8,35.5
12512,29.0,32.4,35.5
12513,29.0,32.2,35.4
12514,29.0,32.3,35.4
12515,29.0,31.9,35.5
12516,29.0,31.7,35.4
12517,29.0,31.9,35.4
12518,29.0,31.6,35.4
12519,29.0,32.3,35.5
12520,29.0,32.5,35.5
12521,29.0,32.4,35.5
12522,29.0,32.4,35.4
12523,29.0,31.7,35.5
12524,29.0,31.7,35.4
12525,29.0,32.5,35.5
12526,29.0,32.2,35.5
12527,29.0,31.8,35.5
12528,29.0,32.5,35.5
12529,29.0,32.0,35.5
12530,29.0,31.8,35.5
12531,29.0,32.2,35.5
12532,29.0,32.4,35.5
12533,29.0,31.8,35.5
12534,29.0,32.2,35.5
12535,29.0,32.3,35.5
12536,29.0,32.3,35.5
12537,29.0,32.2,35.5
12538,29.0,32.1,35.5
12539,29.0,31.7,35.6
12540,29.0,31.6,35.5
12541,29.0,32.1,35.4
12542,29.0,32.6,35.5
12543,29.0,32.6,35.5
12544,29.0,31.7,35.5
12545,29.0,32.2,35.6
12546,29.0,32.2,35.6
12547,29.0,32.0,35.6
12548,29.0,31.6,35.7
12549,29.0,31.5,35.7
12550,29.0,32.4,35.7
12551,28.9,32.1,35.6
12552,29.0,32.5,35.6
12553,28.9,32.6,35.7
12554,29.0,32.7,35.8
12555,29.0,31.7,35.8
12556,28.9,32.7,35.8
12557,29.0,31.8,35.8
12558,29.0,32.6,35.8
12559,29.0,31.8,35.8
12560,29.0,32.2,35.7
12561,29.0,32.9,35.7
12562,29.0,31.9,35.7
12563,29.0,32.2,35.7
12564,28.9,32.6,35.7
12565,29.0,32.9,35.6
12566,29.0,32.4,35.6
12567,29.0,31.9,35.6
12568,29.0,32.5,35.5
12569,29.0,32.7,35.5
12570,29.0,31.8,35.5
12571,29.0,32.2,35.5
12572,29.0,32.7,35.5
12573,29.0,31.9,35.5
12574,28.9,31.8,35.6
12575,28.9,31.6,35.5
12576,29.0,32.2,35.6
12577,29.0,31.6,35.6
12578,29.1,32.4,35.6
12579,29.0,32.3,35.6
12580,29.0,32.4,35.6
12581,29.0,31.8,35.7
12582,29.0,31.9,35.7
12583,29.0,31.9,35.8
12584,29.0,31.6,35.8
12585,29.0,31.7,35.8
12586,29.1,32.0,35.7
12587,29.1,32.5,35.7
12588,29.0,31.7,35.7
12589,29.0,32.4,35.8
12590,29.1,32.1,35.6
12591,29.0,31.9,35.6
12592,29.0,31.9,35.6
12593,29.0,32.5,35.6
12594,29.0,31.5,35.5
12595,29.0,31.6,35.5
12596,29.0,32.3,35.6
12597,29.0,32.1,35.5
12598,29.0,32.3,35.6
12599,29.0,32.4,35.6
12600,29.0,31.9,35.6
12601,29.1,32.3,35.6
12602,29.0,31.9,35.6
12603,29.0,32.4,35.6
12604,29.0,32.7,35.6
12605,29.0,31.7,35.6
12606,29.0,32.7,35.6
12607,29.0,31.8,35.5
12608,29.0,32.7,35.5
12609,29.0,32.8,35.5
12610,29.0,32.7,35.5
12611,29.0,32.6,35.5
12612,28.9,32.4,35.5
12613,29.0,32.4,35.6
12614,29.0,32.5,35.6
12615,28.9,32.5,35.6
12616,29.0,31.6,35.6
12617,28.9,31.8,35.7
12618,29.0,32.4,35.8
12619,29.0,32.0,35.8
12620,29.0,32.4,35.8
12621,28.9,32.4,35.9
12622,28.9,31.8,35.9
12623,29.0,32.7,35.9
12624,29.0,32.6,36.0
12625,29.0,31.7,36.0
12626,29.0,32.4,35.9
12627,28.9,31.8,35.9
12628,28.9,31.7,35.9
12629,28.9,32.5,35.9
12630,28.9,32.1,35.9
12631,28.9,32.5,35.9
12632,28.9,32.5,35.9
12633,28.9,32.1,35.8
12634,28.9,31.8,35.8
12635,28.9,31.7,35.8
12636,28.9,32.7,35.8
12637,28.9,32.5,35.7
12638,28.9,31.8,35.7
12639,28.9,32.5,35.7
12640,28.9,32.3,35.7
12641,28.9,31.9,35.8
12642,28.9,32.5,35.8
12643,28.9,32.0,35.7
12644,28.9,32.4,35.7
12645,28.9,31.8,35.6
12646,28.9,31.8,35.6
12647,28.9,32.2,35.7
12648,28.9,31.9,35.7
12649,28.9,31.8,35.7
12650,28.9,32.1,35.7
12651,28.9,31.8,35.6
12652,28.9,32.3,35.6
12653,28.9,31.5,35.5
12654,28.9,32.2,35.5
12655,28.9,31.8,35.4
12656,28.9,32.0,35.3
12657,28.9,31.4,35.3
12658,28.9,32.1,35.3
12659,28.9,31.9,35.2
12660,28.9,32.1,35.2
12661,28.9,32.3,35.1
12662,28.9,32.1,35.1
12663,28.9,32.0,35.2
12664,28.8,31.3,35.1
12665,28.9,31.6,35.2
12666,28.9,31.5,35.2
12667,28.8,31.6,35.2
12668,28.9,31.2,35.2
12669,28.8,31.7,35.2
12670,28.9,32.1,35.1
12671,28.9,31.2,35.1
12672,28.8,31.8,35.1
12673,28.8,31.7,35.0
12674,28.8,30.9,35.1
12675,28.8,31.8,35.1
12676,28.8,30.9,35.2
12677,28.8,31.9,35.1
12678,28.8,31.8,35.1
12679,28.8,31.2,35.1
12680,28.8,31.0,35.2
12681,28.8,31.0,35.2
12682,28.8,31.2,35.2
12683,28.8,31.6,35.1
12684,28.8,31.7,35.0
12685,28.8,32.0,35.1
12686,28.8,31.4,35.0
12687,28.8,31.7,35.0
12688,28.8,31.6,35.1
12689,28.8,32.0,35.2
12690,28.8,31.7,35.2
12691,28.8,31.2,35.2
12692,28.8,31.2,35.2
12693,28.8,31.9,35.2
12694,28.8,31.9,35.2
12695,28.8,31.5,35.2
12696,28.8,32.0,35.2
12697,28.8,32.0,35.3
12698,28.8,31.1,35.4
12699,28.8,31.1,35.4
12700,28.8,31.0,35.4
12701,28.8,31.8,35.5
12702,28.8,31.5,35.4
12703,28.8,32.0,35.4
12704,28.7,31.6,35.4
12705,28.7,30.9,35.3
12706,28.7,31.5,35.4
12707,28.8,32.2,35.4
12708,28.7,31.7,35.3
12709,28.7,31.3,35.3
12710,28.7,31.3,35.3
12711,28.7,31.9,35.3
12712,28.7,32.4,35.3
12713,28.7,31.5,35.4
12714,28.7,31.5,35.4
12715,28.7,31.7,35.4
12716,28.7,31.4,35.4
12717,28.7,31.9,35.5
12718,28.7,32.0,35.5
12719,28.7,31.3,35.5
12720,28.7,31.4,35.5
12721,28.7,32.0,35.5
12722,28.7,32.3,35.5
12723,28.7,31.5,35.5
12724,28.6,31.4,35.5
12725,28.7,32.3,35.5
12726,28.6,32.1,35.5
12727,28.7,31.7,35.6
12728,28.6,31.7,35.6
12729,28.6,31.5,35.6
12730,28.6,32.1,35.6
12731,28.6,31.9,35.6
12732,28.6,32.0,35.6
12733,28.6,31.4,35.6
12734,28.6,32.2,35.5
12735,28.6,31.5,35.5
12736,28.6,32.3,35.5
12737,28.6,32.5,35.5
12738,28.6,31.6,35.4
12739,28.6,31.6,35.3
12740,28.6,32.5,35.3
12741,28.6,31.3,35.4
12742,28.6,31.4,35.4
12743,28.6,31.4,35.3
12744,28.6,31.5,35.4
12745,28.6,32.0,35.4
12746,28.6,32.0,35.5
12747,28.6,31.8,35.6
12748,28.6,32.2,35.6
12749,28.6,32.3,35.6
12750,28.6,32.1,35.6
12751,28.6,32.3,35.6
12752,28.6,32.2,35.6
12753,28.6,32.6,35.7
12754,28.6,32.4,35.7
12755,28.6,31.5,35.7
12756,28.6,32.0,35.7
12757,28.6,31.9,35.8
12758,28.6,31.8,35.8
12759,28.6,31.8,35.8
12760,28.6,31.9,35.8
12761,28.6,32.4,35.8
12762,28.6,31.5,35.8
12763,28.6,32.2,35.8
12764,28.6,32.5,35.8
12765,28.6,31.6,35.8
12766,28.6,31.5,35.8
12767,28.6,31.6,35.8
12768,28.6,31.5,35.6
12769,28.6,32.3,35.5
12770,28.6,31.9,35.5
12771,28.6,31.7,35.4
12772,28.6,31.5,35.3
12773,28.6,31.5,35.3
12774,28.6,31.6,35.3
12775,28.6,32.1,35.3
12776,28.6,31.9,35.2
12777,28.6,31.8,35.2
12778,28.6,31.4,35.2
12779,28.6,31.3,35.2
12780,28.6,31.3,35.2
12781,28.6,32.3,35.2
12782,28.6,32.2,35.1
12783,28.6,31.3,35.2
12784,28.6,31.9,35.2
12785,28.6,32.0,35.3
12786,28.6,32.0,35.3
12787,28.6,31.3,35.3
12788,28.6,31.2,35.3
12789,28.6,31.3,35.3
12790,28.6,32.0,35.3
12791,28.6,31.8,35.2
12792,28.5,32.0,35.3
12793,28.5,31.8,35.3
12794,28.6,31.2,35.2
12795,28.6,31.5,35.2
12796,28.6,31.8,35.2
12797,28.6,31.4,35.3
12798,28.6,31.0,35.3
12799,28.6,31.7,35.3
12800,28.6,31.3,35.3
12801,28.6,31.8,35.3
12802,28.6,31.3,35.4
12803,28.6,31.2,35.4
12804,28.6,31.8,35.5
12805,28.6,32.2,35.4
12806,28.6,32.2,35.4
12807,28.6,32.0,35.5
12808,28.6,31.4,35.4
12809,28.6,32.1,35.4
12810,28.6,31.6,35.4
12811,28.6,32.3,35.3
12812,28.6,32.1,35.3
12813,28.6,32.1,35.3
12814,28.6,31.6,35.3
12815,28.6,32.0,35.3
12816,28.6,31.8,35.3
